100	100
1.	1.	0.	0.
2.	0.9980267284282716	0.06279051952931337	0.
3.	0.9921147013144779	0.12533323356430426	0.
4.	0.9822872507286887	0.1873813145857246	0.
5.	0.9685831611286311	0.2486898871648548	0.
6.	0.9510565162951535	0.30901699437494745	0.
7.	0.9297764858882515	0.3681245526846779	0.
8.	0.9048270524660195	0.4257792915650727	0.
9.	0.8763066800438636	0.4817536741017153	0.
10.	0.8443279255020151	0.5358267949789967	0.
11.	0.8090169943749475	0.5877852522924731	0.
12.	0.7705132427757893	0.6374239897486896	0.
13.	0.7289686274214116	0.6845471059286886	0.
14.	0.6845471059286886	0.7289686274214116	0.
15.	0.6374239897486896	0.7705132427757893	0.
16.	0.5877852522924731	0.8090169943749475	0.
17.	0.5358267949789967	0.8443279255020151	0.
18.	0.4817536741017153	0.8763066800438636	0.
19.	0.4257792915650727	0.9048270524660195	0.
20.	0.3681245526846779	0.9297764858882515	0.
21.	0.30901699437494745	0.9510565162951535	0.
22.	0.2486898871648548	0.9685831611286311	0.
23.	0.1873813145857246	0.9822872507286887	0.
24.	0.12533323356430426	0.9921147013144779	0.
25.	0.06279051952931337	0.9980267284282716	0.
26.	0.	1.	0.
27.	-0.06279051952931337	0.9980267284282716	0.
28.	-0.12533323356430426	0.9921147013144779	0.
29.	-0.1873813145857246	0.9822872507286887	0.
30.	-0.2486898871648548	0.9685831611286311	0.
31.	-0.30901699437494745	0.9510565162951535	0.
32.	-0.3681245526846779	0.9297764858882515	0.
33.	-0.4257792915650727	0.9048270524660195	0.
34.	-0.4817536741017153	0.8763066800438636	0.
35.	-0.5358267949789967	0.8443279255020151	0.
36.	-0.5877852522924731	0.8090169943749475	0.
37.	-0.6374239897486896	0.7705132427757893	0.
38.	-0.6845471059286886	0.7289686274214116	0.
39.	-0.7289686274214116	0.6845471059286886	0.
40.	-0.7705132427757893	0.6374239897486896	0.
41.	-0.8090169943749475	0.5877852522924731	0.
42.	-0.8443279255020151	0.5358267949789967	0.
43.	-0.8763066800438636	0.4817536741017153	0.
44.	-0.9048270524660195	0.4257792915650727	0.
45.	-0.9297764858882515	0.3681245526846779	0.
46.	-0.9510565162951535	0.30901699437494745	0.
47.	-0.9685831611286311	0.2486898871648548	0.
48.	-0.9822872507286887	0.1873813145857246	0.
49.	-0.9921147013144779	0.12533323356430426	0.
50.	-0.9980267284282716	0.06279051952931337	0.
51.	-1.	0.	0.
52.	-0.9980267284282716	-0.06279051952931337	0.
53.	-0.9921147013144779	-0.12533323356430426	0.
54.	-0.9822872507286887	-0.1873813145857246	0.
55.	-0.9685831611286311	-0.2486898871648548	0.
56.	-0.9510565162951535	-0.30901699437494745	0.
57.	-0.9297764858882515	-0.3681245526846779	0.
58.	-0.9048270524660195	-0.4257792915650727	0.
59.	-0.8763066800438636	-0.4817536741017153	0.
60.	-0.8443279255020151	-0.5358267949789967	0.
61.	-0.8090169943749475	-0.5877852522924731	0.
62.	-0.7705132427757893	-0.6374239897486896	0.
63.	-0.7289686274214116	-0.6845471059286886	0.
64.	-0.6845471059286886	-0.7289686274214116	0.
65.	-0.6374239897486896	-0.7705132427757893	0.
66.	-0.5877852522924731	-0.8090169943749475	0.
67.	-0.5358267949789967	-0.8443279255020151	0.
68.	-0.4817536741017153	-0.8763066800438636	0.
69.	-0.4257792915650727	-0.9048270524660195	0.
70.	-0.3681245526846779	-0.9297764858882515	0.
71.	-0.30901699437494745	-0.9510565162951535	0.
72.	-0.2486898871648548	-0.9685831611286311	0.
73.	-0.1873813145857246	-0.9822872507286887	0.
74.	-0.12533323356430426	-0.9921147013144779	0.
75.	-0.06279051952931337	-0.9980267284282716	0.
76.	0.	-1.	0.
77.	0.06279051952931337	-0.9980267284282716	0.
78.	0.12533323356430426	-0.9921147013144779	0.
79.	0.1873813145857246	-0.9822872507286887	0.
80.	0.2486898871648548	-0.9685831611286311	0.
81.	0.30901699437494745	-0.9510565162951535	0.
82.	0.3681245526846779	-0.9297764858882515	0.
